INDEX	Treasure Class	group	level	Picks	Unique	Set	Rare	Magic	NoDrop	Item1	Prob1	Item2	Prob2	Item3	Prob3	Item4	Prob4	Item5	Prob5	Item6	Prob6	Item7	Prob7	Item8	Prob8	Item9	Prob9	Item10	Prob10	___ItemProbSum	___ItemProbTotal	___TreasureClassDropChance	firstLadderSeason	lastLadderSeason	noAlwaysSpawn	___eol	
Diablo Item (N) Desecrated C	Diablo Item (N) Desecrated C	23	73	6	0	0	0	0	5	Act 3 (H) Good	4	Act 3 (H) Equip A	30	Gold 1.5x	10		0		0		0		0		0		0		0							0	
Diablo Item (H)	Diablo Item (H)	0	0	6	0	0	0	0	5	Act 5 (H) Good	4	Act 5 (H) Equip A	30	Gold 2.5x	10		0		0		0		0		0		0		0							0	
Diablo Item (H) Desecrated A	Diablo Item (H) Desecrated A	0	0	6	0	0	0	0	5	Act 5 (H) Good	4	Act 5 (H) Equip B	30	Gold 2x	10		0		0		0		0		0		0		0							0	
Diablo Item (H) Desecrated B	Diablo Item (H) Desecrated B	0	0	6	0	0	0	0	5	Act 5 (H) Good	4	Act 5 (H) Equip C	30	Gold 2x	10		0		0		0		0		0		0		0							0	
Diablo	Diablo	0	0	-1	983	983	983	1024	0	Diablo Item	1		0		0		0		0		0		0		0		0		0							0	
Diablo Desecrated A	Diablo Desecrated A	23	40	-2	983	983	983	1024	0	Norm TZ Generic	1	Diablo Item Desecrated A	1		0		0		0		0		0		0		0		0							0	
Diablo Desecrated B	Diablo Desecrated B	23	48	-2	983	983	983	1024	0	Norm TZ Generic	1	Diablo Item Desecrated B	1		0		0		0		0		0		0		0		0							0	
Diablo (N)	Diablo (N)	0	0	-2	983	983	983	1024	0	NMH Boss	1	Diablo Item (N)	1		0		0		0		0		0		0		0		0							0	
Diablo (N) Desecrated A	Diablo (N) Desecrated A	23	62	-3	983	983	983	1024	0	NM TZ Generic	1	Sunder Charms	1	Diablo Item (N) Desecrated A	1		0		0		0		0		0		0		0							0	
Diablo (N) Desecrated B	Diablo (N) Desecrated B	23	67	-3	983	983	983	1024	0	NM TZ Generic	1	Sunder Charms	1	Diablo Item (N) Desecrated B	1		0		0		0		0		0		0		0							0	
Diablo (N) Desecrated C	Diablo (N) Desecrated C	23	73	-3	983	983	983	1024	0	NM TZ Generic	1	Sunder Charms	1	Diablo Item (N) Desecrated C	1		0		0		0		0		0		0		0							0	
Diablo (H)	Diablo (H)	0	0	-2	983	983	983	1024	0	NMH Boss	1	Diablo Item (H)	1		0		0		0		0		0		0		0		0							0	
Diablo (H) Desecrated A	Diablo (H) Desecrated A	23	94	-3	983	983	983	1024	0	Hell TZ Boss	1	Sunder Charms	1	Diablo Item (H) Desecrated A	1		0		0		0		0		0		0		0							0	
Diablo (H) Desecrated B	Diablo (H) Desecrated B	23	96	-3	983	983	983	1024	0	Hell TZ Boss	1	Sunder Charms	1	Diablo Item (H) Desecrated B	1		0		0		0		0		0		0		0							0	
Diabloq Item	Diabloq Item	0	0	6	0	0	0	0	5	Act 5 Good	4	Act 5 Equip A	30		0		0		0		0		0		0		0		0							0	
Diabloq Item (N)	Diabloq Item (N)	0	0	6	0	0	0	0	5	Act 5 (N) Good	4	Act 5 (N) Equip A	30		0		0		0		0		0		0		0		0							0	
Diabloq Item (H)	Diabloq Item (H)	0	0	6	0	0	0	0	5	Act 5 (H) Good	4	Act 5 (H) Equip A	30		0		0		0		0		0		0		0		0							0	
Diabloq	Diabloq	0	0	-2	993	993	1024	1024	0	Conversion Orb (Normal)	1	Diabloq Item	1		0		0		0		0		0		0		0		0							0	
Diabloq (N)	Diabloq (N)	0	0	-2	993	993	1024	1024	0	Conversion Orb (Normal)	1	Diabloq Item (N)	1		0		0		0		0		0		0		0		0							0	
Diabloq (H)	Diabloq (H)	0	0	-2	993	993	1024	1024	0	Conversion Orb (Normal)	1	Diabloq Item (H)	1		0		0		0		0		0		0		0		0							0	
Frozenstein Item	Frozenstein Item	0	0	5	0	0	0	0	10	Act 5 Good	3	Act 5 Equip A	25	Potion 2	15	Gold 1.5x	14		0		0		0		0		0		0							0	
Frozenstein Item Desecrated A	Frozenstein Item Desecrated A	0	0	5	0	0	0	0	10	Act 5 Good	3	Act 5 Equip A	25	Potion 2	15	Gold 1.5x	14		0		0		0		0		0		0							0	
Frozenstein Item Desecrated B	Frozenstein Item Desecrated B	0	0	5	0	0	0	0	10	Act 5 Good	3	Act 5 Equip C	25	Potion 2	15	Gold 1.5x	14		0		0		0		0		0		0							0	
Frozenstein Item Desecrated C	Frozenstein Item Desecrated C	0	0	5	0	0	0	0	10	Act 5 (N) Good	3	Act 5 (N) Equip C	25	Potion 3	15	Gold 1.5x	14		0		0		0		0		0		0							0	
Frozenstein Item (N)	Frozenstein Item (N)	0	0	5	0	0	0	0	10	Act 5 (N) Good	3	Act 5 (N) Equip A	25	Potion 3	10	Gold 2x	14		0		0		0		0		0		0							0	
Frozenstein Item (N) Desecrated A	Frozenstein Item (N) Desecrated A	0	0	5	0	0	0	0	10	Act 5 (N) Good	3	Act 5 (N) Equip A	25	Potion 3	10	Gold 1.5x	14		0		0		0		0		0		0							0	
Frozenstein Item (N) Desecrated B	Frozenstein Item (N) Desecrated B	0	0	5	0	0	0	0	10	Act 5 (N) Good	3	Act 5 (N) Equip C	25	Potion 3	10	Gold 1.5x	14		0		0		0		0		0		0							0	
Frozenstein Item (N) Desecrated C	Frozenstein Item (N) Desecrated C	0	0	5	0	0	0	0	10	Act 5 (H) Good	3	Act 5 (H) Equip A	25	Potion 4	10	Gold 1.5x	14		0		0		0		0		0		0							0	
Frozenstein Item (H)	Frozenstein Item (H)	0	0	5	0	0	0	0	10	Act 5 (H) Good	3	Act 5 (H) Equip A	25	Potion 4	5	Gold 2.5x	14		0		0		0		0		0		0							0	
Frozenstein Item (H) Desecrated A	Frozenstein Item (H) Desecrated A	0	0	5	0	0	0	0	10	Act 5 (H) Good	3	Act 5 (H) Equip A	25	Potion 4	5	Gold 2x	14		0		0		0		0		0		0							0	
Frozenstein Item (H) Desecrated B	Frozenstein Item (H) Desecrated B	0	0	5	0	0	0	0	10	Act 5 (H) Good	3	Act 5 (H) Equip B	25	Potion 4	5	Gold 2x	14		0		0		0		0		0		0							0	
Frozenstein Item (H) Desecrated C	Frozenstein Item (H) Desecrated C	0	0	5	0	0	0	0	10	Act 5 (H) Good	3	Act 5 (H) Equip C	25	Potion 4	5	Gold 2x	14		0		0		0		0		0		0							0	
Frozenstein Item (H) Desecrated D	Frozenstein Item (H) Desecrated D	0	0	5	0	0	0	0	10	Act 5 (H) Good	3	Act 5 (H) Equip C	25	Potion 4	5	Gold 2x	14		0		0		0		0		0		0							0	
Frozenstein Item (H) Desecrated E	Frozenstein Item (H) Desecrated E	0	0	5	0	0	0	0	10	Act 5 (H) Good	3	Act 5 (H) Equip C	25	Potion 4	5	Gold 2x	14		0		0		0		0		0		0							0	
Frozenstein Item (H) Desecrated F	Frozenstein Item (H) Desecrated F	0	0	5	0	0	0	0	10	Act 5 (H) Good	3	Act 5 (H) Equip C	25	Potion 4	5	Gold 2x	14		0		0		0		0		0		0							0	
Frozenstein	Frozenstein	0	0	-2	800	800	900	1024	0	Frozenstein Item	1	Rune Boss High	1		0		0		0		0		0		0		0		0							0	
Frozenstein Desecrated A	Frozenstein Desecrated A	27	28	-3	800	800	900	1024	0	Norm TZ Generic	1	Frozenstein Item Desecrated A	1	Rune Boss High Desecrated	1		0		0		0		0		0		0		0							0	
Frozenstein Desecrated B	Frozenstein Desecrated B	27	38	-3	800	800	900	1024	0	Norm TZ Generic	1	Frozenstein Item Desecrated B	1	Rune Boss High Desecrated	1		0		0		0		0		0		0		0							0	
Frozenstein Desecrated C	Frozenstein Desecrated C	27	48	-3	800	800	900	1024	0	Norm TZ Generic	1	Frozenstein Item Desecrated C	1	Rune Boss High Desecrated	1		0		0		0		0		0		0		0							0	
Frozenstein (N)	Frozenstein (N)	0	0	-2	800	800	900	1024	0	Frozenstein Item (N)	1	Rune Boss High (N)	1		0		0		0		0		0		0		0		0							0	
Frozenstein (N) Desecrated A	Frozenstein (N) Desecrated A	27	60	-4	800	800	900	1024	0	NM TZ Generic	1	Sunder Charms	1	Frozenstein Item (N) Desecrated A	1	Rune Boss High (N) Desecrated	1		0		0		0		0		0		0							0	
Frozenstein (N) Desecrated B	Frozenstein (N) Desecrated B	27	66	-4	800	800	900	1024	0	NM TZ Generic	1	Sunder Charms	1	Frozenstein Item (N) Desecrated B	1	Rune Boss High (N) Desecrated	1		0		0		0		0		0		0							0	
Frozenstein (N) Desecrated C	Frozenstein (N) Desecrated C	27	73	-4	800	800	900	1024	0	NM TZ Generic	1	Sunder Charms	1	Frozenstein Item (N) Desecrated C	1	Rune Boss High (N) Desecrated	1		0		0		0		0		0		0							0	
Frozenstein (H)	Frozenstein (H)	0	0	-2	800	800	900	1024	0	Frozenstein Item (H)	1	Rune Boss High (H)	1		0		0		0		0		0		0		0		0							0	
Frozenstein (H) Desecrated A	Frozenstein (H) Desecrated A	27	81	-4	800	800	900	1024	0	Hell TZ Boss	1	Sunder Charms	1	Frozenstein Item (H) Desecrated D	1	Rune Boss High (H) Desecrated	1		0		0		0		0		0		0							0	
Frozenstein (H) Desecrated B	Frozenstein (H) Desecrated B	27	84	-4	800	800	900	1024	0	Hell TZ Boss	1	Sunder Charms	1	Frozenstein Item (H) Desecrated E	1	Rune Boss High (H) Desecrated	1		0		0		0		0		0		0							0	
Frozenstein (H) Desecrated C	Frozenstein (H) Desecrated C	27	87	-4	800	800	900	1024	0	Hell TZ Boss	1	Sunder Charms	1	Frozenstein Item (H) Desecrated F	1	Rune Boss High (H) Desecrated	1		0		0		0		0		0		0							0	
Frozenstein (H) Desecrated D	Frozenstein (H) Desecrated D	35	90	-4	883	883	983	1024	0	Hell TZ Boss	1	Sunder Charms	1	Frozenstein Item (H) Desecrated D	1	Rune Boss High (H) Desecrated	1		0		0		0		0		0		0							0	
Frozenstein (H) Desecrated E	Frozenstein (H) Desecrated E	35	93	-4	883	883	983	1024	0	Hell TZ Boss	1	Sunder Charms	1	Frozenstein Item (H) Desecrated E	1	Rune Boss High (H) Desecrated	1		0		0		0		0		0		0							0	
Frozenstein (H) Desecrated F	Frozenstein (H) Desecrated F	35	96	-4	883	883	983	1024	0	Hell TZ Boss	1	Sunder Charms	1	Frozenstein Item (H) Desecrated F	1	Rune Boss High (H) Desecrated	1		0		0		0		0		0		0							0	
Nihlathak Item	Nihlathak Item	0	0	5	0	0	0	0	5	Act 5 Good	3	Act 5 Equip B	25	Potion 2	8	Gold 1.5x	14		0		0		0		0		0		0							0	
Nihlathak Item Desecrated	Nihlathak Item Desecrated	28	68	5	0	0	0	0	5	Act 3 (N) Good	3	Act 3 (N) Equip A	25	Potion 3	8	Gold 1.5x	14		0		0		0		0		0		0							0	
Nihlathak Item (N)	Nihlathak Item (N)	0	0	5	0	0	0	0	5	Act 5 (N) Good	3	Act 5 (N) Equip B	25	Potion 3	5	Gold 2x	14		0		0		0		0		0		0							0	
Nihlathak Item (N) Desecrated	Nihlathak Item (N) Desecrated	28	73	5	0	0	0	0	5	Act 3 (H) Good	3	Act 3 (H) Equip A	25	Potion 4	5	Gold 1.5x	14		0		0		0		0		0		0							0	
Nihlathak Item (H)	Nihlathak Item (H)	0	0	5	0	0	0	0	5	Act 5 (H) Good	3	Act 5 (H) Equip B	25	Potion 4	5	Gold 2.5x	14	Pandemonium Key C	3		0		0		0		0		0							0	
Nihlathak Item (H) Desecrated	Nihlathak Item (H) Desecrated	0	0	5	0	0	0	0	5	Act 5 (H) Good	3	Act 5 (H) Equip C	25	Potion 4	5	Gold 2x	14	Pandemonium Key C	3		0		0		0		0		0							0	
Nihlathak	Nihlathak	0	0	-1	900	900	900	1024	0	Nihlathak Item	1		0		0		0		0		0		0		0		0		0							0	
Nihlathak Desecrated	Nihlathak Desecrated	28	68	-2	900	900	900	1024	0	Norm TZ Generic	1	Nihlathak Item Desecrated	1		0		0		0		0		0		0		0		0							0	
Nihlathak (N)	Nihlathak (N)	0	0	-1	900	900	900	1024	0	Nihlathak Item (N)	1		0		0		0		0		0		0		0		0		0							0	
Nihlathak (N) Desecrated	Nihlathak (N) Desecrated	28	73	-3	900	900	900	1024	0	NM TZ Generic	1	Sunder Charms	1	Nihlathak Item (N) Desecrated	1		0		0		0		0		0		0		0							0	
Nihlathak (H)	Nihlathak (H)	0	0	-1	900	900	900	1024	0	Nihlathak Item (H)	1		0		0		0		0		0		0		0		0		0							0	
Nihlathak (H) Desecrated	Nihlathak (H) Desecrated	28	95	-3	900	900	900	1024	0	Hell TZ Boss	1	Sunder Charms	1	Nihlathak Item (H) Desecrated	1		0		0		0		0		0		0		0							0	
Baal Item	Baal Item	0	0	6	0	0	0	0	5	Act 1 (N) Good	8	Act 1 (N) Equip A	30	Gold 2x	10		0		0		0		0		0		0		0							0	
Baal Item Desecrated	Baal Item Desecrated	0	0	6	0	0	0	0	5	Act 3 (N) Good	8	Act 3 (N) Equip A	30	Gold 1.5x	10		0		0		0		0		0		0		0							0	
Baal Item (N)	Baal Item (N)	0	0	6	0	0	0	0	5	Act 1 (H) Good	8	Act 1 (H) Equip A	30	Gold 2x	10		0		0		0		0		0		0		0							0	
Baal Item (N) Desecrated	Baal Item (N) Desecrated	0	0	6	0	0	0	0	5	Act 3 (H) Good	8	Act 3 (H) Equip A	30	Gold 1.5x	10		0		0		0		0		0		0		0							0	
Baal Item (H)	Baal Item (H)	0	0	6	0	0	0	0	5	Act 5 (H) Good	8	Act 5 (H) Equip B	30	Gold 2.5x	10		0		0		0		0		0		0		0							0	
Baal Item (H) Desecrated	Baal Item (H) Desecrated	0	0	6	0	0	0	0	5	Act 5 (H) Good	8	Act 5 (H) Equip C	30	Gold 2x	10		0		0		0		0		0		0		0							0	
Baal	Baal	0	0	-1	983	983	983	1024	0	Baal Item	1		0		0		0		0		0		0		0		0		0							0	
Baal Desecrated	Baal Desecrated	29	60	-2	983	983	983	1024	0	Norm TZ Generic	1	Baal Item Desecrated	1		0		0		0		0		0		0		0		0							0	
Baal (N)	Baal (N)	0	0	-2	983	983	983	1024	0	NMH Boss	1	Baal Item (N)	1		0		0		0		0		0		0		0		0							0	
Baal (N) Desecrated	Baal (N) Desecrated	29	75	-3	983	983	983	1024	0	NM TZ Generic	1	Sunder Charms	1	Baal Item (N) Desecrated	1		0		0		0		0		0		0		0							0	
Baal (H)	Baal (H)	0	0	-2	983	983	983	1024	0	NMH Boss	1	Baal Item (H)	1		0		0		0		0		0		0		0		0							0	
Baal (H) Desecrated	Baal (H) Desecrated	29	99	-3	983	983	983	1024	0	Hell TZ Boss	1	Sunder Charms	1	Baal Item (H) Desecrated	1		0		0		0		0		0		0		0							0	
Baalq Item	Baalq Item	0	0	6	0	0	0	0	5	Act 1 (N) Good	4	Act 1 (N) Equip A	30		0		0		0		0		0		0		0		0							0	
Baalq Item (N)	Baalq Item (N)	0	0	6	0	0	0	0	5	Act 1 (H) Good	4	Act 1 (H) Equip A	30		0		0		0		0		0		0		0		0							0	
Baalq Item (H)	Baalq Item (H)	0	0	6	0	0	0	0	5	Act 5 (H) Good	4	Act 5 (H) Equip B	30		0		0		0		0		0		0		0		0							0	
Baalq	Baalq	0	0	-2	993	993	1024	1024	0	Corruption Orb (Normal)	1	Baalq Item	1		0		0		0		0		0		0		0		0							0	
Baalq (N)	Baalq (N)	0	0	-2	993	993	1024	1024	0	Corruption Orb (Normal)	1	Baalq Item (N)	1		0		0		0		0		0		0		0		0							0	
Baalq (H)	Baalq (H)	0	0	-2	993	993	1024	1024	0	Corruption Orb (Normal)	1	Baalq Item (H)	1		0		0		0		0		0		0		0		0							0	
Cow King Item	Cow King Item	0	0	5	0	0	0	0	0	Act 1 Uitem C	1	Act 1 Melee B	2		0		0		0		0		0		0		0		0							0	
Cow King Item Desecrated A	Cow King Item Desecrated A	0	0	5	0	0	0	0	0	Act 4 Uitem B	3	Act 4 Melee B	6		0		0		0		0		0		0		0		0							0	
Cow King Item Desecrated B	Cow King Item Desecrated B	0	0	5	0	0	0	0	0	Act 1 (N) Uitem A	3	Act 1 (N) Melee A	6		0		0		0		0		0		0		0		0							0	
Cow King Item Desecrated C	Cow King Item Desecrated C	0	0	5	0	0	0	0	0	Act 3 (N) Uitem A	3	Act 3 (N) Melee A	6		0		0		0		0		0		0		0		0							0	
Cow King Item (N)	Cow King Item (N)	0	0	5	0	0	0	0	0	Act 1 (H) Uitem C	1	Act 1 (N) Melee B	2		0		0		0		0		0		0		0		0							0	
Cow King Item (N) Desecrated A	Cow King Item (N) Desecrated A	0	0	5	0	0	0	0	0	Act 1 (H) Uitem C	3	Act 1 (H) Melee B	6		0		0		0		0		0		0		0		0							0	
Cow King Item (N) Desecrated B	Cow King Item (N) Desecrated B	0	0	5	0	0	0	0	0	Act 2 (H) Uitem C	3	Act 2 (H) Melee B	6		0		0		0		0		0		0		0		0							0	
Cow King Item (N) Desecrated C	Cow King Item (N) Desecrated C	0	0	5	0	0	0	0	0	Act 3 (H) Uitem C	3	Act 3 (H) Melee B	6		0		0		0		0		0		0		0		0							0	
Cow King Item (H)	Cow King Item (H)	0	0	5	0	0	0	0	0	Act 1 (H) Uitem C	1	Act 1 (H) Melee B	2		0		0		0		0		0		0		0		0							0	
Cow King Item (H) Desecrated A	Cow King Item (H) Desecrated A	0	0	5	0	0	0	0	0	Act 4 (H) Uitem B	3	Act 4 (H) Melee B	6		0		0		0		0		0		0		0		0							0	
Cow King Item (H) Desecrated B	Cow King Item (H) Desecrated B	0	0	5	0	0	0	0	0	Act 5 (H) Uitem A	3	Act 5 (H) Melee A	6		0		0		0		0		0		0		0		0							0	
Cow King Item (H) Desecrated C	Cow King Item (H) Desecrated C	0	0	5	0	0	0	0	0	Act 5 (H) Uitem B	3	Act 5 (H) Melee B	6		0		0		0		0		0		0		0		0							0	
Cow King Item (H) Desecrated D	Cow King Item (H) Desecrated D	0	0	5	0	0	0	0	0	Act 5 (H) Uitem C	3	Act 5 (H) Melee C	6		0		0		0		0		0		0		0		0							0	
Cow King	Cow King	0	0	-1	850	983	983	1024	0	Cow King Item	1		0		0		0		0		0		0		0		0		0							0	
Cow King Desecrated A	Cow King Desecrated A	33	31	-2	850	983	983	1024	0	Norm TZ Generic	1	Cow King Item Desecrated A	1		0		0		0		0		0		0		0		0							0	
Cow King Desecrated B	Cow King Desecrated B	33	40	-2	850	983	983	1024	0	Norm TZ Generic	1	Cow King Item Desecrated B	1		0		0		0		0		0		0		0		0							0	
Cow King Desecrated C	Cow King Desecrated C	33	48	-2	850	983	983	1024	0	Norm TZ Generic	1	Cow King Item Desecrated C	1		0		0		0		0		0		0		0		0							0	
Cow King (N)	Cow King (N)	0	0	-1	850	983	983	1024	0	Cow King Item (N)	1		0		0		0		0		0		0		0		0		0							0	
Cow King (N) Desecrated A	Cow King (N) Desecrated A	33	67	-3	850	983	983	1024	0	NM TZ Generic	1	Sunder Charms	1	Cow King Item (N) Desecrated A	1		0		0		0		0		0		0		0							0	
Cow King (N) Desecrated B	Cow King (N) Desecrated B	33	70	-3	850	983	983	1024	0	NM TZ Generic	1	Sunder Charms	1	Cow King Item (N) Desecrated B	1		0		0		0		0		0		0		0							0	
Cow King (N) Desecrated C	Cow King (N) Desecrated C	33	73	-3	850	983	983	1024	0	NM TZ Generic	1	Sunder Charms	1	Cow King Item (N) Desecrated C	1		0		0		0		0		0		0		0							0	
Cow King (H)	Cow King (H)	0	0	-1	850	983	983	1024	0	Cow King Item (H)	1		0		0		0		0		0		0		0		0		0							0	
Cow King (H) Desecrated A	Cow King (H) Desecrated A	33	86	-3	850	983	983	1024	0	Hell TZ Generic	1	Sunder Charms	1	Cow King Item (H) Desecrated A	1		0		0		0		0		0		0		0							0	
Cow King (H) Desecrated B	Cow King (H) Desecrated B	33	90	-3	850	983	983	1024	0	Hell TZ Generic	1	Sunder Charms	1	Cow King Item (H) Desecrated B	1		0		0		0		0		0		0		0							0	
Cow King (H) Desecrated C	Cow King (H) Desecrated C	33	93	-3	850	983	983	1024	0	Hell TZ Generic	1	Sunder Charms	1	Cow King Item (H) Desecrated C	1		0		0		0		0		0		0		0							0	
Cow King (H) Desecrated D	Cow King (H) Desecrated D	33	96	-3	850	983	983	1024	0	Hell TZ Generic	1	Sunder Charms	1	Cow King Item (H) Desecrated D	1		0		0		0		0		0		0		0							0	
ROP	ROP	0	0	-1	0	0	0	0	0	Diablo	1		0		0		0		0		0		0		0		0		0							0	
ROP (N)	ROP (N)	0	0	-1	0	0	0	0	0	Diablo (N)	1		0		0		0		0		0		0		0		0		0							0	
ROP (H)	ROP (H)	0	0	1	0	0	0	0	0	Annihilus	1		0		0		0		0		0		0		0		0		0							0	
Uber Andariel	Uber Andariel	0	0	1	0	0	0	0	0	dhn	1		0		0		0		0		0		0		0		0		0							0	
Uber Duriel	Uber Duriel	0	0	1	0	0	0	0	0	bey	1		0		0		0		0		0		0		0		0		0							0	
Uber Izual	Uber Izual	0	0	1	0	0	0	0	0	mbr	1		0		0		0		0		0		0		0		0		0							0	
Mephisto's Animus	Mephisto's Animus	0	0	1	0	0	0	0	0	mpa	1		0		0		0		0		0		0		0		0		0							0	
Baal's Calamity	Baal's Calamity	0	0	1	0	0	0	0	0	blc	1		0		0		0		0		0		0		0		0		0							0	
Diablo's Ire	Diablo's Ire	0	0	1	0	0	0	0	0	dia	1		0		0		0		0		0		0		0		0		0							0	
Annihilus	Annihilus	1	0	0	0	0	0	0	0	cm1	1	0	0	0	0	0	0	0	0	0	0	
Annihilus1	Annihilus1	1	0	0	0	0	0	0	0	cm1	1	0	0	0	0	0	0	0	0	0	0	
Cold Rupture	Cold Rupture	1	0	0	0	0	0	0	0	cm3	1	0	0	0	0	0	0	0	0	0	0	
Flame Rift	Flame Rift	1	0	0	0	0	0	0	0	cm3	1	0	0	0	0	0	0	0	0	0	0	
Crack of the Heavens	Crack of the Heavens	1	0	0	0	0	0	0	0	cm3	1	0	0	0	0	0	0	0	0	0	0	
Rotting Fissure	Rotting Fissure	1	0	0	0	0	0	0	0	cm3	1	0	0	0	0	0	0	0	0	0	0	
Bone Break	Bone Break	1	0	0	0	0	0	0	0	cm3	1	0	0	0	0	0	0	0	0	0	0	
Black Cleft	Black Cleft	1	0	0	0	0	0	0	0	cm3	1	0	0	0	0	0	0	0	0	0	0	
weap3	weap3	1	0	0	0	0	0	0	0	0	hax	3	wnd	1	clb	3	scp	1	ssd	3	dgr	3	tkf	3	jav	3	sst	1	sbw	3	ktr	2	ob1	1	
mele3	mele3	1	0	0	0	0	0	0	0	0	hax	3	wnd	1	clb	3	scp	1	ssd	3	dgr	3	tkf	3	jav	3	sst	1	ktr	2	
weap9	weap9	1	0	0	0	0	0	0	0	0	axe	3	mac	3	sbr	3	dir	3	tax	3	tri	3	lst	1	lbw	3	gpl	3	wrb	2	ob2	1	
mele9	mele9	1	0	0	0	0	0	0	0	0	axe	3	mac	3	sbr	3	dir	3	tax	3	tri	3	lst	1	wrb	2	
weap15	weap15	1	0	0	0	0	0	0	0	0	2ax	3	gsc	1	mst	3	bsd	3	bkf	3	ssp	3	scy	3	mxb	3	ces	2	
mele15	mele15	1	0	0	0	0	0	0	0	0	2ax	3	gsc	1	mst	3	bsd	3	bkf	3	ssp	3	scy	3	ces	2	
weap21	weap21	1	0	0	0	0	0	0	0	0	mpi	3	wsp	1	fla	3	mau	3	lsd	3	gis	3	spt	3	pax	3	gpm	3	btl	2	
mele21	mele21	1	0	0	0	0	0	0	0	0	mpi	3	wsp	1	fla	3	mau	3	lsd	3	gis	3	spt	3	pax	3	btl	2	
weap27	weap27	1	0	0	0	0	0	0	0	0	wax	3	gix	3	gwn	1	whm	3	wsd	3	flb	3	swb	3	am2	1	am4	1	
mele27	mele27	1	0	0	0	0	0	0	0	0	wax	3	gix	3	gwn	1	whm	3	wsd	3	flb	3	am4	1	
weap6	weap6	1	0	0	0	0	0	0	0	0	lax	3	spc	3	scm	3	spr	3	bar	3	hbw	3	lxb	3	opl	3	
mele6	mele6	1	0	0	0	0	0	0	0	0	lax	3	spc	3	scm	3	spr	3	bar	3	
weap12	weap12	1	0	0	0	0	0	0	0	0	bax	3	ywn	1	flc	3	crs	3	2hs	3	pil	3	vou	3	cst	1	cbw	3	axf	2	ob3	1	
mele12	mele12	1	0	0	0	0	0	0	0	0	bax	3	ywn	1	flc	3	crs	3	2hs	3	pil	3	vou	3	cst	1	axf	2	
weap18	weap18	1	0	0	0	0	0	0	0	0	btx	3	bwn	1	clm	3	kri	3	bal	3	brn	3	bst	1	sbb	3	opm	3	clw	2	ob4	1	am1	1	am3	1	
mele18	mele18	1	0	0	0	0	0	0	0	0	btx	3	bwn	1	clm	3	kri	3	bal	3	brn	3	bst	1	clw	2	am3	1	
weap24	weap24	1	0	0	0	0	0	0	0	0	gax	3	bsw	3	bld	3	glv	3	pik	3	wst	1	lbb	3	hxb	3	skr	2	ob5	1	am5	1	
mele24	mele24	1	0	0	0	0	0	0	0	0	gax	3	bsw	3	bld	3	glv	3	pik	3	wst	1	skr	2	am5	1	
weap33	weap33	1	0	0	0	0	0	0	0	0	gma	3	gsd	3	lwb	3	rxb	3	gps	3	9ha	3	9wn	1	9sc	1	9sp	3	9dg	3	9tk	3	9sr	3	9b7	3	8hb	3	9wb	2	ob6	1	
mele33	mele33	1	0	0	0	0	0	0	0	0	gma	3	gsd	3	9ha	3	9wn	1	9sc	1	9sp	3	9dg	3	9tk	3	9sr	3	9b7	3	9wb	2	
weap30	weap30	1	0	0	0	0	0	0	0	0	tsp	3	hal	3	ops	3	9cl	3	9ss	3	9ja	3	8ss	1	8sb	3	9ar	2	
mele30	mele30	1	0	0	0	0	0	0	0	0	tsp	3	hal	3	9cl	3	9ss	3	9ja	3	8ss	1	9ar	2	
weap36	weap36	1	0	0	0	0	0	0	0	0	wsc	3	9ax	3	9la	3	9ma	3	9sb	3	9di	3	9ta	3	9tr	3	9pa	3	8ls	1	8lb	3	8lx	3	9xf	2	ama	1	
mele36	mele36	1	0	0	0	0	0	0	0	0	wsc	3	9ax	3	9la	3	9ma	3	9sb	3	9di	3	9ta	3	9tr	3	9pa	3	8ls	1	9xf	2	ama	1	
bow3	bow3	1	0	0	0	0	0	0	0	0	sbw	3	
bow6	bow6	1	0	0	0	0	0	0	0	0	hbw	3	
bow9	bow9	1	0	0	0	0	0	0	0	0	lbw	3	
bow12	bow12	1	0	0	0	0	0	0	0	0	cbw	3	
bow18	bow18	1	0	0	0	0	0	0	0	0	sbb	3	am1	1	
bow24	bow24	1	0	0	0	0	0	0	0	0	lbb	3	
bow27	bow27	1	0	0	0	0	0	0	0	0	swb	3	am2	1	
bow33	bow33	1	0	0	0	0	0	0	0	0	lwb	3	8hb	3	
weap0	weap0	1	0	0	0	0	0	0	0	0	d33	3	g33	3	leg	3	hdm	3	hfh	3	hst	1	msf	1	qf1	3	qf2	3	
mele0	mele0	1	0	0	0	0	0	0	0	0	d33	3	g33	3	leg	3	hdm	3	hfh	3	hst	1	msf	1	qf1	3	qf2	3	
weap39	weap39	1	0	0	0	0	0	0	0	0	92a	3	9ba	3	9yw	1	9mt	3	9fc	3	9cr	3	92h	3	9bk	3	9pi	3	9vo	3	8cs	1	8cb	3	ob7	1	am6	1	
mele39	mele39	1	0	0	0	0	0	0	0	0	92a	3	9ba	3	9yw	1	9mt	3	9fc	3	9cr	3	92h	3	9bk	3	9pi	3	9vo	3	8cs	1	
weap45	weap45	1	0	0	0	0	0	0	0	0	9mp	3	9bw	1	9ws	1	9fl	3	9m9	3	9sm	3	9ls	3	9gs	3	9st	3	8s8	3	9lw	2	am8	1	
